3962	14	3927	1926-##-##	1929-##-##
4144	14	4135	1996-##-##	2006-##-##
3257	13	3252	2008-##-##	####-##-##
8231	20	6786	2014-##-##	2014-##-##
12312	22	9881	1997-##-##	1998-##-##
7442	20	5762	1910-##-##	1910-##-##
3197	12	2055	1901-##-##	1957-##-##
5040	15	4971	2016-##-##	####-##-##
6332	17	6333	1993-##-##	1993-##-##
2244	8	2243	1958-##-##	1998-##-##
6663	17	6664	2001-##-##	2001-##-##
10478	22	10479	2009-##-##	2009-##-##
9398	20	6815	2007-##-##	2007-##-##
8011	20	9323	2005-##-##	2005-##-##
10964	22	10260	2002-##-##	2002-##-##
10852	22	9663	2011-##-##	2015-##-##
6289	20	6290	1976-##-##	1976-##-##
4405	14	4408	1979-##-##	1980-##-##
10878	22	10118	2005-##-##	2007-##-##
10844	22	9941	2011-##-##	2012-##-##
11868	22	10704	2000-##-##	2001-##-##
10533	22	10029	2008-##-##	2010-##-##
4905	14	3587	1997-##-##	2004-##-##
12256	22	10237	2009-##-##	2009-##-##
4618	14	3454	2017-##-##	####-##-##
10137	22	9651	2015-##-##	2016-##-##
5928	17	5929	1984-##-##	1984-##-##
12011	22	10765	1987-##-##	1988-##-##
2100	9	2493	1992-##-##	####-##-##
11746	22	9785	1999-##-##	1999-##-##
10955	22	10746	1994-##-##	1994-##-##
2579	14	3481	2009-##-##	2012-##-##
5932	17	5936	2008-##-##	2008-##-##
7766	17	6822	1979-##-##	1979-##-##
8551	17	7092	1999-##-##	1999-##-##
9960	22	9871	2015-##-##	2016-##-##
9782	22	9783	1967-##-##	1972-##-##
10679	22	9594	1987-##-##	1989-##-##
7003	17	8625	2006-##-##	2006-##-##
4904	14	3550	2007-##-##	2010-##-##
12019	22	9736	2000-##-##	2000-##-##
6796	17	6800	2009-##-##	2009-##-##
11893	22	10088	2008-##-##	2009-##-##
6546	20	6547	1967-##-##	1967-##-##
5420	16	5427	1993-##-##	1993-##-##
10511	22	9941	2003-##-##	2004-##-##
10547	22	5593	2002-##-##	####-##-##
7904	17	7905	2014-##-##	2014-##-##
7629	17	7199	2007-##-##	2007-##-##
1201	1	1142	1871-##-##	1920-##-##
10023	22	9840	2013-##-##	2014-##-##
12042	22	9550	2017-##-##	####-##-##
2790	14	3450	2005-##-##	2009-##-##
4250	14	3726	2010-##-##	2012-##-##
4340	14	4217	2004-##-##	2007-##-##
12322	22	10631	2002-##-##	2002-##-##
4083	14	3973	1994-##-##	1995-##-##
7318	17	7197	1950-##-##	1950-##-##
8568	17	8537	2014-##-##	2014-##-##
8350	17	6268	1898-##-##	1898-##-##
2776	9	2486	1960-##-##	####-##-##
4004	14	3777	363-##-##	364-##-##
12004	22	11782	2010-##-##	2010-##-##
12073	22	10611	2012-##-##	2014-##-##
11887	22	9903	2002-##-##	2005-##-##
8615	20	5967	1991-##-##	1991-##-##
1296	1	129	1790-##-##	1871-##-##
6663	20	6678	2002-##-##	2002-##-##
1344	1	129	1790-##-##	1871-##-##
4018	14	4006	2005-##-##	2007-##-##
5158	15	4987	2009-##-##	####-##-##
1708	2	1672	1988-##-##	####-##-##
12497	22	10627	1950-##-##	1951-##-##
5370	16	5377	1994-##-##	1994-##-##
11582	22	9823	2003-##-##	2013-##-##
10736	22	10131	2009-##-##	2012-##-##
4934	14	3899	2008-##-##	2012-##-##
10188	22	10189	2004-##-##	2007-##-##
10298	22	10302	1998-##-##	2001-##-##
10361	22	9918	2002-##-##	2002-##-##
6227	20	9208	2010-##-##	2010-##-##
7245	17	7247	1998-##-##	1998-##-##
11020	22	9810	1998-##-##	2002-##-##
11944	22	9653	2005-##-##	2006-##-##
115	9	2493	1988-##-##	####-##-##
12485	22	10633	2002-##-##	2003-##-##
12358	22	9639	2013-##-##	2014-##-##
8408	17	6415	1997-##-##	1997-##-##
5411	16	5513	2011-##-##	2011-##-##
7970	17	6744	2010-##-##	2010-##-##
10473	22	10286	2004-##-##	2005-##-##
10758	22	10760	2011-##-##	2011-##-##
11088	22	9859	2000-##-##	2001-##-##
2852	17	4313	1992-##-##	1992-##-##
10835	22	10131	2014-##-##	2014-##-##
5611	16	5619	1990-##-##	1990-##-##
9233	20	7092	1955-##-##	1955-##-##
11329	22	9592	2006-##-##	2008-##-##
9227	23	12508	####-##-##	1926-##-##
10070	22	9830	2007-##-##	2007-##-##
10936	22	9731	2008-##-##	2008-##-##
11218	22	10299	2010-##-##	2011-##-##
12310	22	10790	1977-##-##	1978-##-##
11515	22	10927	2000-##-##	2001-##-##
10907	22	10078	2008-##-##	2008-##-##
7178	23	12511	####-##-##	1959-##-##
7864	17	6706	2003-##-##	2003-##-##
12302	22	9898	2012-##-##	2012-##-##
11541	22	11096	1989-##-##	1991-##-##
12160	22	9873	2012-##-##	2012-##-##
6239	17	6240	1981-##-##	1981-##-##
8197	20	5762	1963-##-##	1963-##-##
3815	14	3495	1880-##-##	1891-##-##
11659	22	9709	2014-##-##	####-##-##
3695	14	3697	1971-##-##	1972-##-##
11198	22	9854	2000-##-##	2000-##-##
5774	16	5780	1983-##-##	1983-##-##
12472	22	10528	1996-##-##	1997-##-##
2106	16	5737	1965-##-##	1965-##-##
5427	17	5420	1993-##-##	1993-##-##
6524	17	6066	1907-##-##	1907-##-##
9748	22	9600	2007-##-##	2007-##-##
12113	22	9968	2011-##-##	2011-##-##
1303	1	1210	1871-##-##	1920-##-##
9108	20	6963	2014-##-##	2014-##-##
11987	22	9668	1994-##-##	1995-##-##
4627	14	3877	1852-##-##	1852-##-##
12334	22	9918	1998-##-##	1998-##-##
4935	14	3456	2010-##-##	2015-##-##
3849	14	3850	2001-##-##	2007-##-##
6053	20	8528	2010-##-##	2010-##-##
2693	17	5947	1939-##-##	1939-##-##
8438	20	6780	1928-##-##	1928-##-##
8503	20	6780	1952-##-##	1952-##-##
7465	17	6102	2015-##-##	2015-##-##
7434	17	7055	1951-##-##	1951-##-##
11472	22	10286	2014-##-##	2015-##-##
1611	1	1597	2015-##-##	####-##-##
11166	22	10125	2009-##-##	2010-##-##
10647	22	10648	2006-##-##	2007-##-##
12204	22	11386	2013-##-##	2014-##-##
7355	20	6780	1952-##-##	1952-##-##
6663	20	6665	2007-##-##	2007-##-##
9419	20	6012	1955-##-##	1955-##-##
12435	22	9866	2014-##-##	2014-##-##
588	6	589	1922-##-##	1941-##-##
7015	17	7016	1991-##-##	1991-##-##
10933	22	9581	2010-##-##	####-##-##
4851	14	3431	2012-##-##	2012-##-##
11105	22	10359	2014-##-##	2014-##-##
9935	22	9937	2010-##-##	2011-##-##
11061	22	5478	2006-##-##	2008-##-##
8679	17	7021	2005-##-##	2005-##-##
1841	4	1842	1885-##-##	1885-##-##
5161	15	4971	2016-##-##	####-##-##
10103	22	10107	2003-##-##	2005-##-##
6255	20	7444	1989-##-##	1989-##-##
1804	3	1778	2007-##-##	####-##-##
12331	22	9776	2014-##-##	2015-##-##
12027	22	11106	2013-##-##	2014-##-##
1176	1	953	1790-##-##	1871-##-##
3844	14	3496	1853-##-##	1855-##-##
1939	5	1974	1990-##-##	####-##-##
8438	20	6780	1921-##-##	1921-##-##
5786	20	7074	2002-##-##	2002-##-##
1321	1	129	1790-##-##	1871-##-##
12286	22	9874	2001-##-##	2001-##-##
8948	17	7288	1985-##-##	1985-##-##
10046	22	9663	1998-##-##	2000-##-##
9103	17	6242	1810-##-##	1810-##-##
6787	20	5762	1949-##-##	1949-##-##
9691	22	9694	1997-##-##	2000-##-##
11243	22	9822	2009-##-##	2009-##-##
12219	22	9846	1999-##-##	2002-##-##
11796	22	10534	2012-##-##	2012-##-##
11218	22	10302	2007-##-##	2010-##-##
8337	17	6150	1943-##-##	1943-##-##
5678	16	5679	1930-##-##	1930-##-##
7031	17	7033	1983-##-##	1983-##-##
2768	17	6603	2013-##-##	2013-##-##
12073	22	9905	2003-##-##	2004-##-##
11150	22	10092	1990-##-##	1993-##-##
10716	22	9617	2016-##-##	####-##-##
11575	22	9993	2009-##-##	2010-##-##
7753	20	7754	2004-##-##	2004-##-##
11671	22	10284	2015-##-##	####-##-##
8530	17	6292	2009-##-##	2009-##-##
541	1	283	1824-##-##	2006-##-##
1757	2	1672	1951-##-##	####-##-##
9897	22	9899	2009-##-##	2009-##-##
10901	22	9998	2000-##-##	2001-##-##
328	1	329	2015-##-##	####-##-##
11823	22	11175	2004-##-##	2005-##-##
3903	14	3693	1912-##-##	1925-##-##
1184	1	953	1920-##-##	####-##-##
4827	14	3457	2005-##-##	2010-##-##
9077	17	9078	2012-##-##	2012-##-##
3116	14	4296	2017-##-##	####-##-##
4929	14	3495	1989-##-##	2001-##-##
4684	14	3707	1927-##-##	1929-##-##
3575	14	3458	2001-##-##	2005-##-##
7529	17	7530	1990-##-##	1990-##-##
7045	20	7558	2000-##-##	2000-##-##
12121	22	5655	1993-##-##	1995-##-##
11134	22	9668	2002-##-##	2002-##-##
5962	20	5964	2005-##-##	2005-##-##
11493	22	10807	2002-##-##	2002-##-##
4771	14	3515	2011-##-##	2015-##-##
902	1	865	####-##-##	2014-##-##
393	1	122	1790-##-##	1871-##-##
5944	17	5945	1966-##-##	1966-##-##
12379	22	9992	2012-##-##	2013-##-##
12390	22	10202	2005-##-##	2006-##-##
7906	17	7910	2012-##-##	2012-##-##
5708	16	5710	2011-##-##	2011-##-##
3159	17	6704	1945-##-##	1945-##-##
6631	17	6083	1993-##-##	1993-##-##
6663	20	6678	2005-##-##	2005-##-##
11843	22	9783	1999-##-##	1999-##-##
5596	16	5600	1993-##-##	1993-##-##
1804	3	1776	####-##-##	2007-##-##
10680	22	9567	2011-##-##	2016-##-##
11285	22	10037	2006-##-##	2009-##-##
3180	14	3450	1980-##-##	####-##-##
3217	14	3468	1982-##-##	1984-##-##
11623	22	11386	2016-##-##	2016-##-##
11549	22	10093	2003-##-##	2006-##-##
7573	17	7492	1926-##-##	1926-##-##
12289	22	11209	2011-##-##	2012-##-##
11571	22	9595	1966-##-##	1977-##-##
9755	22	9663	2010-##-##	2011-##-##
5678	16	5691	1982-##-##	1982-##-##
221	1	222	####-##-##	2015-##-##
7950	20	8103	2011-##-##	2011-##-##
3168	14	3978	1996-##-##	1998-##-##
11246	22	9716	2012-##-##	2014-##-##
2449	17	7795	1938-##-##	1938-##-##
8270	20	6671	1995-##-##	1995-##-##
3979	14	3707	2007-##-##	2011-##-##
8197	20	6192	1970-##-##	1970-##-##
10443	22	9959	1997-##-##	1998-##-##
6431	17	6432	1959-##-##	1959-##-##
11802	22	10793	1997-##-##	1998-##-##
12472	22	10591	1998-##-##	2000-##-##
44	6	553	####-##-##	1240-##-##
1890	17	4313	2004-##-##	2004-##-##
4751	14	4505	1878-##-##	1878-##-##
8579	20	7680	2008-##-##	2008-##-##
5065	15	4973	####-##-##	2015-##-##
4831	14	3447	1373-##-##	1376-##-##
4816	14	3454	2017-##-##	####-##-##
410	1	411	####-##-##	2016-##-##
11522	22	9617	1990-##-##	1993-##-##
1772	2	1671	1952-##-##	####-##-##
7906	17	7903	2009-##-##	2009-##-##
11589	22	10091	1997-##-##	1999-##-##
10865	22	9550	2004-##-##	2007-##-##
12270	22	9725	2001-##-##	2001-##-##
12185	22	10427	2000-##-##	2001-##-##
11291	22	9545	2014-##-##	####-##-##
8427	17	6959	1973-##-##	1973-##-##
8056	20	9252	2010-##-##	2010-##-##
11218	22	10299	2012-##-##	2013-##-##
8637	17	5924	1994-##-##	1994-##-##
1370	1	129	1790-##-##	1871-##-##
12469	22	9756	1942-##-##	1943-##-##
12198	22	10976	1975-##-##	1991-##-##
7081	17	7082	1991-##-##	1991-##-##
719	1	679	####-##-##	2014-##-##
846	1	845	1938-##-##	1947-##-##
11860	22	9894	2007-##-##	2007-##-##
12188	22	10404	2012-##-##	2012-##-##
11124	22	9644	2010-##-##	2011-##-##
2026	6	30	1832-##-##	1916-##-##
11048	22	11049	2003-##-##	2004-##-##
3780	14	3781	1910-##-##	1911-##-##
12038	22	9884	2009-##-##	2010-##-##
1222	1	122	1790-##-##	1871-##-##
11786	22	9655	2012-##-##	2013-##-##
4907	14	3457	2005-##-##	2010-##-##
11515	22	10140	2011-##-##	2011-##-##
2404	14	3472	2010-##-##	2011-##-##
738	1	122	1790-##-##	1871-##-##
8777	20	9267	2011-##-##	2011-##-##
5205	15	4971	2016-##-##	####-##-##
6609	22	11175	2009-##-##	2010-##-##
12195	22	10639	2014-##-##	2015-##-##
7986	17	8805	2009-##-##	2009-##-##
3159	17	7696	1974-##-##	1974-##-##
1310	1	122	1790-##-##	1871-##-##
2237	7	2238	1989-##-##	1990-##-##
10690	22	10074	2006-##-##	2006-##-##
1879	8	2413	1998-##-##	2004-##-##
10727	22	10483	1994-##-##	1997-##-##
7674	23	12515	1980-##-##	1980-##-##
3834	20	6012	1953-##-##	1953-##-##
11130	22	10562	2017-##-##	####-##-##
10496	22	10179	2003-##-##	2004-##-##
3874	14	3875	2004-##-##	2014-##-##
10758	22	6517	2008-##-##	2009-##-##
8597	20	9170	2006-##-##	2006-##-##
4807	14	3456	2010-##-##	2015-##-##
692	1	603	1922-##-##	1929-##-##
3443	14	3444	1965-##-##	1974-##-##
4074	14	3791	####-##-##	1987-##-##
12001	22	9723	1966-##-##	1968-##-##
6525	22	10688	2000-##-##	2001-##-##
7992	20	8700	1972-##-##	1972-##-##
144	1	122	####-##-##	1871-##-##
9108	20	7513	2007-##-##	2007-##-##
7237	17	6240	1969-##-##	1969-##-##
2708	17	6794	1990-##-##	1990-##-##
2402	20	7472	1996-##-##	1996-##-##
11941	22	10348	2011-##-##	2012-##-##
3034	14	3956	1935-##-##	####-##-##
11851	22	9831	2003-##-##	2004-##-##
6663	20	6673	2003-##-##	2003-##-##
1912	6	171	1933-##-##	1945-##-##
11955	22	9622	1994-##-##	1999-##-##
5127	15	4973	####-##-##	2015-##-##
2853	9	2712	1921-##-##	1934-##-##
10636	22	10497	1941-##-##	1942-##-##
7009	20	7010	2012-##-##	2012-##-##
432	1	148	1790-##-##	1968-##-##
10769	22	10341	1992-##-##	1995-##-##
6146	17	6148	1995-##-##	1995-##-##
7000	17	5950	1965-##-##	1965-##-##
3279	21	9434	1878-##-##	1878-##-##
12391	22	10284	1987-##-##	1993-##-##
10700	22	5656	2007-##-##	2008-##-##
11761	22	10054	2009-##-##	2010-##-##
5018	15	4973	####-##-##	2015-##-##
7826	17	7827	1985-##-##	1985-##-##
8864	17	7055	2000-##-##	2000-##-##
10049	22	9827	2003-##-##	2004-##-##
3406	13	3255	1913-##-##	####-##-##
12245	22	11702	2003-##-##	2003-##-##
8723	17	5817	1886-##-##	1886-##-##
4204	14	3595	2010-##-##	2015-##-##
8962	20	8152	2008-##-##	2008-##-##
7854	20	7637	2007-##-##	2007-##-##
7083	17	5950	1980-##-##	1980-##-##
10317	22	9849	2006-##-##	2007-##-##
12151	22	11578	2006-##-##	2008-##-##
10888	22	9847	2000-##-##	2000-##-##
1874	20	7092	1951-##-##	1951-##-##
11452	22	9653	1998-##-##	1999-##-##
8826	17	6915	1967-##-##	1967-##-##
3024	19	1992	1972-##-##	####-##-##
11017	22	10980	2010-##-##	2012-##-##
6874	20	5798	1990-##-##	1990-##-##
3307	13	3308	1989-##-##	####-##-##
11947	22	10528	1996-##-##	1997-##-##
5788	16	5660	1978-##-##	1978-##-##
11877	22	5478	2011-##-##	2016-##-##
12387	22	10028	2006-##-##	2007-##-##
11009	22	9597	2005-##-##	2008-##-##
8022	20	8058	2001-##-##	2001-##-##
10937	22	9591	2015-##-##	2016-##-##
8662	20	8769	2011-##-##	2011-##-##
8662	17	8663	2005-##-##	2005-##-##
12086	22	9744	2005-##-##	2005-##-##
4881	14	4232	1994-##-##	1994-##-##
947	1	948	1968-##-##	####-##-##
11913	22	9783	2006-##-##	2007-##-##
3748	14	3649	1829-##-##	1830-##-##
11664	22	11302	1949-##-##	1954-##-##
2049	6	332	1917-##-##	1917-##-##
11930	22	9597	2013-##-##	####-##-##
1771	2	1672	1966-##-##	####-##-##
12480	22	10593	1996-##-##	1996-##-##
10716	22	10365	2005-##-##	2005-##-##
11360	22	9568	1996-##-##	1998-##-##
10432	22	10429	1998-##-##	2001-##-##
11355	22	10243	2014-##-##	####-##-##
12208	22	11157	2015-##-##	####-##-##
12490	22	10278	2004-##-##	2004-##-##
10606	22	5654	1991-##-##	2002-##-##
5504	17	6380	2007-##-##	2007-##-##
7927	17	7259	1979-##-##	1979-##-##
11942	22	9589	1969-##-##	1976-##-##
504	1	148	1790-##-##	1968-##-##
8907	20	8908	1989-##-##	1989-##-##
3960	14	3961	1901-##-##	1905-##-##
5828	17	5829	1909-##-##	1909-##-##
5919	20	5921	1975-##-##	1975-##-##
12023	22	9602	2008-##-##	2009-##-##
6421	17	6188	1979-##-##	1979-##-##
3346	21	9473	2000-##-##	####-##-##
10584	22	9633	1993-##-##	1994-##-##
11836	22	9824	2007-##-##	2007-##-##
11083	22	10277	2008-##-##	2009-##-##
5354	15	4983	####-##-##	2014-##-##
5553	16	5560	1989-##-##	1989-##-##
11415	22	10286	2011-##-##	2011-##-##
3178	17	5947	1940-##-##	1940-##-##
11234	22	10373	2014-##-##	####-##-##
2903	9	2887	1950-##-##	####-##-##
11103	22	9886	2004-##-##	2006-##-##
6435	17	6436	1905-##-##	1905-##-##
7800	17	7805	1999-##-##	1999-##-##
11682	22	9818	1983-##-##	1986-##-##
12452	22	10565	2007-##-##	2008-##-##
5678	16	5691	1974-##-##	1974-##-##
7154	20	7092	1965-##-##	1965-##-##
11307	22	10342	2001-##-##	2002-##-##
4779	14	3454	2017-##-##	####-##-##
4909	14	3456	2010-##-##	2015-##-##
8481	20	8357	2012-##-##	2012-##-##
7906	17	7909	2009-##-##	2009-##-##
5962	20	5964	2012-##-##	2012-##-##
5441	20	6280	2014-##-##	2014-##-##
8761	17	6706	2002-##-##	2002-##-##
6796	17	6800	2010-##-##	2010-##-##
1650	1	122	1790-##-##	1871-##-##
4111	14	4112	1850-##-##	1851-##-##
2810	9	2505	1909-##-##	1924-##-##
10820	22	9563	2000-##-##	2001-##-##
6053	20	8528	1995-##-##	1995-##-##
6849	20	6850	1976-##-##	1976-##-##
2183	7	2197	1864-##-##	1865-##-##
11595	22	9939	1985-##-##	1986-##-##
3372	13	3308	1977-##-##	####-##-##
8941	17	6240	1993-##-##	1993-##-##
8782	20	5722	1963-##-##	1963-##-##
9229	20	8226	1966-##-##	1966-##-##
6149	17	6163	1971-##-##	1971-##-##
9020	17	7477	1957-##-##	1957-##-##
7785	17	7068	1996-##-##	1996-##-##
2902	17	7448	1967-##-##	1967-##-##
11879	22	5587	2000-##-##	####-##-##
11989	22	11612	2005-##-##	2006-##-##
3202	22	10228	1987-##-##	1993-##-##
3225	20	6706	1950-##-##	1950-##-##
10213	22	9829	2007-##-##	2008-##-##
3808	14	3648	1894-##-##	1894-##-##
428	15	5024	1890-##-##	####-##-##
8901	17	5894	1998-##-##	1998-##-##
2589	9	2517	1906-##-##	####-##-##
2503	9	2482	1943-##-##	1953-##-##
11882	22	9550	1999-##-##	2001-##-##
7375	20	6780	1934-##-##	1934-##-##
2728	9	2509	1963-##-##	1965-##-##
6371	17	6375	1991-##-##	1991-##-##
9101	20	6969	1976-##-##	1976-##-##
6576	17	6782	1960-##-##	1960-##-##
3880	17	6369	1998-##-##	1998-##-##
8029	17	7196	2003-##-##	2003-##-##
2245	8	2246	1943-##-##	1951-##-##
11641	22	9618	1998-##-##	1998-##-##
3174	11	3161	1989-##-##	1991-##-##
6911	17	6907	1974-##-##	1974-##-##
12486	22	9845	2010-##-##	2013-##-##
5789	22	9690	1975-##-##	1987-##-##
7404	17	7405	2012-##-##	2012-##-##
11837	22	10300	2000-##-##	2000-##-##
11215	22	9916	1990-##-##	1990-##-##
5725	17	6634	19-##-##	19-##-##
3556	14	3559	1974-##-##	1975-##-##
6968	20	6850	1978-##-##	1978-##-##
4527	14	4502	1186-##-##	1189-##-##
7986	17	8805	2010-##-##	2010-##-##
788	1	789	1977-##-##	1978-##-##
5494	22	9568	1965-##-##	1977-##-##
593	1	594	2015-##-##	####-##-##
4458	14	3821	2015-##-##	####-##-##
584	6	259	1815-##-##	1866-##-##
11144	22	10552	2010-##-##	2012-##-##
11939	22	10661	2000-##-##	2000-##-##
896	1	866	2015-##-##	####-##-##
7312	17	7313	2009-##-##	2009-##-##
1775	3	1776	####-##-##	2007-##-##
7604	17	7495	2000-##-##	2000-##-##
12483	22	10724	2001-##-##	2001-##-##
4914	14	3741	1796-##-##	1797-##-##
7873	17	7605	1996-##-##	1996-##-##
3517	14	3518	1976-##-##	1979-##-##
8863	17	6190	1851-##-##	####-##-##
1433	15	4995	1957-##-##	####-##-##
11203	22	9810	2009-##-##	2015-##-##
9057	17	5931	1988-##-##	1988-##-##
1429	6	173	1793-##-##	1807-##-##
957	1	125	####-##-##	1871-##-##
10773	22	10408	2003-##-##	2004-##-##
8717	20	6131	1992-##-##	1992-##-##
12283	22	9696	2010-##-##	2011-##-##
6686	17	6687	2009-##-##	2009-##-##
3402	13	3247	1993-##-##	####-##-##
3163	14	3587	1987-##-##	2011-##-##
10266	22	10263	2011-##-##	2011-##-##
5727	17	6853	2011-##-##	2011-##-##
6971	20	5984	1997-##-##	1997-##-##
7746	17	7747	1952-##-##	1952-##-##
4218	17	7181	1999-##-##	1999-##-##
260	1	190	2015-##-##	####-##-##
2799	9	2704	1751-##-##	####-##-##
1957	6	402	1919-##-##	1933-##-##
11389	22	9709	2002-##-##	2004-##-##
8761	17	6603	1971-##-##	1971-##-##
2668	9	2491	1961-##-##	####-##-##
11730	22	10622	2008-##-##	2008-##-##
8011	20	9320	2007-##-##	2007-##-##
11622	22	9684	2010-##-##	2014-##-##
11590	22	10302	2000-##-##	2001-##-##
1453	1	420	2015-##-##	2016-##-##
8454	22	10253	1993-##-##	1993-##-##
4599	14	3726	1977-##-##	1986-##-##
3843	17	6452	1982-##-##	1982-##-##
10579	22	9903	2008-##-##	####-##-##
11858	22	11035	2011-##-##	2012-##-##
9077	17	9079	2009-##-##	2009-##-##
12452	22	9834	1997-##-##	1998-##-##
7187	17	7191	2012-##-##	2012-##-##
11125	22	10938	2011-##-##	2011-##-##
4633	14	4123	2006-##-##	2007-##-##
7547	17	6674	1983-##-##	1983-##-##
10784	22	10224	2009-##-##	2012-##-##
7854	20	6678	2008-##-##	2008-##-##
2402	17	7475	2010-##-##	2010-##-##
4538	14	3791	2016-##-##	####-##-##
11597	22	9810	1999-##-##	2002-##-##
7329	20	7330	1962-##-##	1962-##-##
5411	16	5509	1982-##-##	1982-##-##
2586	17	7319	1955-##-##	1955-##-##
9492	21	9493	1429-##-##	1429-##-##
9145	18	416	####-##-##	2014-##-##
10799	22	9834	2015-##-##	####-##-##
9393	20	5762	1949-##-##	1949-##-##
10745	22	9979	1990-##-##	1991-##-##
8073	20	6969	1987-##-##	1987-##-##
8902	17	5987	1988-##-##	1988-##-##
12218	22	5590	2006-##-##	2007-##-##
4309	14	4310	1830-##-##	1841-##-##
5714	17	5836	2008-##-##	2008-##-##
12158	22	9549	1952-##-##	1955-##-##
8605	17	6322	1991-##-##	1991-##-##
6779	20	6780	1955-##-##	1955-##-##
238	1	239	2015-##-##	####-##-##
588	6	30	1793-##-##	1917-##-##
8492	20	6706	1907-##-##	1907-##-##
2548	9	2549	2014-##-##	####-##-##
8562	20	7568	2010-##-##	2010-##-##
12470	22	11450	2009-##-##	2010-##-##
4817	14	3444	2014-##-##	2015-##-##
12108	22	10418	2006-##-##	2008-##-##
3725	14	3726	2006-##-##	2007-##-##
8585	17	5836	1983-##-##	1983-##-##
12202	22	10572	2007-##-##	2010-##-##
7659	17	7274	2001-##-##	2001-##-##
12361	22	9998	1999-##-##	1999-##-##
6129	20	6131	2016-##-##	2016-##-##
2811	14	3711	1881-##-##	1882-##-##
2436	8	2437	2006-##-##	2011-##-##
1871	12	2155	####-##-##	1917-##-##
12313	22	10184	1985-##-##	1985-##-##
11214	22	2157	2010-##-##	2011-##-##
11411	22	9590	1997-##-##	1997-##-##
11984	22	10778	2009-##-##	2005-##-##
11480	22	9857	1994-##-##	1994-##-##
47	1	176	1935-##-##	1963-##-##
11377	22	11378	2000-##-##	2000-##-##
12046	22	9945	2013-##-##	2013-##-##
1369	1	129	1790-##-##	1871-##-##
12260	22	9873	2013-##-##	2015-##-##
12006	22	5468	2011-##-##	2012-##-##
448	1	449	1962-##-##	1991-##-##
11833	22	10564	2005-##-##	2006-##-##
665	1	641	2005-##-##	2016-##-##
7545	17	7546	1992-##-##	1992-##-##
2402	17	7470	1979-##-##	1979-##-##
780	1	126	1871-##-##	1920-##-##
12152	22	9692	2002-##-##	2004-##-##
5362	15	4973	####-##-##	2015-##-##
2448	17	7791	1980-##-##	1980-##-##
2233	14	4368	1973-##-##	1989-##-##
11943	22	10646	1999-##-##	2000-##-##
11194	22	10043	1994-##-##	1995-##-##
5137	15	4971	2017-##-##	####-##-##
2520	17	8168	2011-##-##	2011-##-##
527	1	528	####-##-##	2016-##-##
8796	17	8402	1981-##-##	1981-##-##
1720	2	1672	2009-##-##	####-##-##
1732	2	1671	2000-##-##	####-##-##
9056	17	6262	1984-##-##	1984-##-##
10836	22	9628	1999-##-##	2001-##-##
11234	22	10608	2007-##-##	2007-##-##
10216	22	9825	1992-##-##	2002-##-##
8541	20	7092	1950-##-##	1950-##-##
10983	22	9589	1983-##-##	1990-##-##
10469	22	10165	2009-##-##	2009-##-##
9070	23	2982	####-##-##	1971-##-##
2057	6	173	1813-##-##	1871-##-##
6693	20	6363	2007-##-##	2007-##-##
11105	22	11106	1996-##-##	1998-##-##
11910	22	9912	2002-##-##	2004-##-##
1438	1	1439	2010-##-##	####-##-##
4523	14	3457	2005-##-##	2010-##-##
11738	22	9896	2009-##-##	2009-##-##
8892	20	7513	1992-##-##	1992-##-##
11613	22	9970	2009-##-##	2011-##-##
12099	22	9727	1997-##-##	2003-##-##
11435	22	11436	2009-##-##	2010-##-##
5370	16	5392	2002-##-##	2002-##-##
2135	6	45	1991-##-##	####-##-##
783	1	123	1871-##-##	####-##-##
10768	22	5584	2013-##-##	2013-##-##
1459	1	54	####-##-##	2015-##-##
2980	14	3883	1997-##-##	2000-##-##
11281	22	10789	1996-##-##	2001-##-##
1817	3	1778	2007-##-##	####-##-##
11228	22	10311	2012-##-##	2012-##-##
11651	22	10545	2003-##-##	2004-##-##
11208	22	10887	1993-##-##	1995-##-##
12166	22	10779	2010-##-##	2012-##-##
3385	13	3255	1925-##-##	####-##-##
3227	17	6259	1980-##-##	1980-##-##
12154	22	10834	2004-##-##	2009-##-##
1067	1	148	1790-##-##	1968-##-##
5016	15	4971	2016-##-##	####-##-##
4922	14	3431	2002-##-##	2005-##-##
12172	22	9538	1956-##-##	1957-##-##
10507	22	10340	2013-##-##	2013-##-##
8481	20	8357	2009-##-##	2009-##-##
2514	17	6349	1987-##-##	1987-##-##
10970	22	10170	2006-##-##	2006-##-##
7450	17	7451	1936-##-##	1936-##-##
2775	17	6286	2008-##-##	2008-##-##
3851	14	3431	2012-##-##	2017-##-##
8288	17	6240	1991-##-##	1991-##-##
5962	17	5966	1991-##-##	1991-##-##
459	1	125	1920-##-##	####-##-##
5713	17	6069	2017-##-##	2017-##-##
10287	22	10165	2008-##-##	2008-##-##
12181	22	10967	2014-##-##	2015-##-##
